isocntry,period,imp_terror,ref,imm,eu_trust,eu,ref_agree,imm_agree
LT,2016-05-01,0,2,3,2,0,1,0
FR,2016-05-01,1,3,3,2,0,0,0
HR,2016-05-01,0,3,3,1,1,0,0
PL,2016-05-01,0,2,2,1,1,1,1
IT,2016-05-01,0,3,3,1,1,0,0
IT,2016-05-01,0,2,4,1,1,1,0
PT,2016-05-01,0,2,3,2,0,1,0
BG,2016-05-01,0,2,4,2,0,1,0
PL,2016-05-01,0,4,4,2,0,0,0
LT,2016-05-01,0,3,2,2,0,0,1
SE,2016-05-01,0,2,3,1,1,1,0
NL,2016-05-01,1,3,3,2,0,0,0
IE,2016-05-01,0,2,2,1,1,1,1
IT,2016-05-01,0,4,3,1,1,0,0
LT,2016-05-01,0,3,4,2,0,0,0
LT,2016-05-01,0,3,2,1,1,0,1
FR,2016-05-01,1,2,2,2,0,1,1
EE,2016-05-01,0,2,3,2,0,1,0
LT,2016-05-01,0,3,3,1,1,0,0
GB-NIR,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,0,3,4,1,1,0,0
IE,2016-05-01,0,2,2,1,1,1,1
LV,2016-05-01,0,2,2,2,0,1,1
BG,2016-05-01,0,4,3,2,0,0,0
GB-NIR,2016-05-01,0,2,3,2,0,1,0
GB-NIR,2016-05-01,0,2,3,2,0,1,0
AT,2016-05-01,0,2,2,2,0,1,1
IT,2016-05-01,0,3,3,2,0,0,0
FR,2016-05-01,0,3,3,2,0,0,0
LU,2016-05-01,0,2,2,2,0,1,1
DE-W,2016-05-01,0,2,3,1,1,1,0
DK,2016-05-01,0,2,2,2,0,1,1
SI,2016-05-01,0,2,2,2,0,1,1
DE-E,2016-05-01,0,2,3,2,0,1,0
DE-W,2016-05-01,0,2,3,1,1,1,0
GB-GBN,2016-05-01,0,1,2,2,0,1,1
GR,2016-05-01,0,2,1,2,0,1,1
SE,2016-05-01,1,1,2,2,0,1,1
BE,2016-05-01,1,3,4,1,1,0,0
GB-GBN,2016-05-01,0,2,3,2,0,1,0
BE,2016-05-01,1,2,3,2,0,1,0
LT,2016-05-01,0,2,3,1,1,1,0
SE,2016-05-01,0,2,3,1,1,1,0
SI,2016-05-01,0,1,1,2,0,1,1
GB-GBN,2016-05-01,0,2,2,2,0,1,1
RO,2016-05-01,0,2,3,1,1,1,0
AT,2016-05-01,0,2,2,2,0,1,1
PL,2016-05-01,0,3,3,2,0,0,0
LU,2016-05-01,0,3,2,2,0,0,1
FR,2016-05-01,1,2,3,2,0,1,0
LU,2016-05-01,0,2,2,1,1,1,1
RO,2016-05-01,0,3,3,1,1,0,0
EE,2016-05-01,0,1,3,1,1,1,0
RO,2016-05-01,0,2,3,1,1,1,0
DK,2016-05-01,1,2,2,1,1,1,1
DK,2016-05-01,0,2,2,2,0,1,1
NL,2016-05-01,0,2,3,2,0,1,0
CY,2016-05-01,0,2,3,2,0,1,0
IT,2016-05-01,0,3,3,2,0,0,0
DK,2016-05-01,0,1,1,1,1,1,1
DE-W,2016-05-01,0,2,3,2,0,1,0
ES,2016-05-01,0,2,3,2,0,1,0
DE-E,2016-05-01,0,2,3,1,1,1,0
EE,2016-05-01,0,3,4,2,0,0,0
CY,2016-05-01,0,2,3,2,0,1,0
RO,2016-05-01,0,3,2,1,1,0,1
RO,2016-05-01,0,3,4,2,0,0,0
SE,2016-05-01,0,2,3,1,1,1,0
AT,2016-05-01,0,2,2,2,0,1,1
IT,2016-05-01,0,4,3,2,0,0,0
EE,2016-05-01,0,3,2,1,1,0,1
FR,2016-05-01,1,2,1,2,0,1,1
ES,2016-05-01,0,1,2,1,1,1,1
BE,2016-05-01,0,1,2,1,1,1,1
DK,2016-05-01,0,1,2,1,1,1,1
MT,2016-05-01,0,2,3,2,0,1,0
CY,2016-05-01,0,2,3,2,0,1,0
GR,2016-05-01,0,2,2,2,0,1,1
RO,2016-05-01,0,4,3,1,1,0,0
SI,2016-05-01,0,3,3,2,0,0,0
LV,2016-05-01,0,4,4,2,0,0,0
LT,2016-05-01,0,3,3,1,1,0,0
LV,2016-05-01,0,2,3,1,1,1,0
RO,2016-05-01,0,2,1,1,1,1,1
DE-E,2016-05-01,1,3,3,2,0,0,0
HU,2016-05-01,0,3,3,1,1,0,0
GB-NIR,2016-05-01,0,2,2,2,0,1,1
MT,2016-05-01,0,3,3,2,0,0,0
LV,2016-05-01,0,2,3,2,0,1,0
IE,2016-05-01,1,1,2,2,0,1,1
IE,2016-05-01,0,1,2,1,1,1,1
ES,2016-05-01,0,2,3,2,0,1,0
BE,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,2,4,2,0,1,0
SI,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,4,4,1,1,0,0
LV,2016-05-01,0,2,4,1,1,1,0
RO,2016-05-01,0,2,1,1,1,1,1
RO,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,0,1,4,1,1,1,0
GR,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,3,3,2,0,0,0
SI,2016-05-01,0,2,3,2,0,1,0
EE,2016-05-01,0,4,4,1,1,0,0
SK,2016-05-01,0,1,3,2,0,1,0
FR,2016-05-01,0,2,3,2,0,1,0
LV,2016-05-01,0,3,3,1,1,0,0
RO,2016-05-01,0,3,3,2,0,0,0
IT,2016-05-01,0,3,1,2,0,0,1
DE-E,2016-05-01,0,1,3,2,0,1,0
DK,2016-05-01,1,2,3,1,1,1,0
AT,2016-05-01,0,4,4,1,1,0,0
CY,2016-05-01,0,1,1,2,0,1,1
DE-W,2016-05-01,1,3,3,1,1,0,0
DE-W,2016-05-01,0,4,4,2,0,0,0
LV,2016-05-01,0,2,2,2,0,1,1
IE,2016-05-01,0,2,2,1,1,1,1
IE,2016-05-01,0,2,2,1,1,1,1
DK,2016-05-01,1,2,3,2,0,1,0
SK,2016-05-01,0,2,3,1,1,1,0
FR,2016-05-01,0,2,2,2,0,1,1
GR,2016-05-01,0,2,3,1,1,1,0
MT,2016-05-01,0,1,3,2,0,1,0
RO,2016-05-01,0,3,3,1,1,0,0
EE,2016-05-01,0,1,4,2,0,1,0
PT,2016-05-01,0,2,1,1,1,1,1
SK,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,3,3,2,0,0,0
HU,2016-05-01,0,2,2,1,1,1,1
BE,2016-05-01,0,2,2,2,0,1,1
SK,2016-05-01,0,1,2,1,1,1,1
HU,2016-05-01,1,2,3,1,1,1,0
BE,2016-05-01,0,2,3,1,1,1,0
DK,2016-05-01,0,2,2,1,1,1,1
LU,2016-05-01,0,2,3,1,1,1,0
BE,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,1,3,2,0,1,0
IE,2016-05-01,0,2,2,1,1,1,1
GR,2016-05-01,0,3,3,2,0,0,0
IT,2016-05-01,0,2,2,1,1,1,1
GR,2016-05-01,0,2,3,1,1,1,0
PT,2016-05-01,0,2,3,2,0,1,0
PT,2016-05-01,0,2,3,1,1,1,0
NL,2016-05-01,0,2,3,2,0,1,0
GB-GBN,2016-05-01,0,1,2,2,0,1,1
SI,2016-05-01,0,2,3,1,1,1,0
RO,2016-05-01,0,2,2,1,1,1,1
SI,2016-05-01,0,2,3,1,1,1,0
HU,2016-05-01,0,2,3,2,0,1,0
CZ,2016-05-01,0,3,4,2,0,0,0
IE,2016-05-01,0,2,3,2,0,1,0
MT,2016-05-01,0,3,3,2,0,0,0
PT,2016-05-01,0,2,3,1,1,1,0
BE,2016-05-01,0,2,4,1,1,1,0
SI,2016-05-01,0,2,2,2,0,1,1
MT,2016-05-01,0,2,3,2,0,1,0
PT,2016-05-01,0,3,3,2,0,0,0
BE,2016-05-01,1,1,2,1,1,1,1
PT,2016-05-01,0,2,2,1,1,1,1
GR,2016-05-01,0,4,4,1,1,0,0
DK,2016-05-01,1,2,4,2,0,1,0
BE,2016-05-01,0,2,3,2,0,1,0
GR,2016-05-01,0,4,3,2,0,0,0
GR,2016-05-01,0,3,3,2,0,0,0
NL,2016-05-01,1,2,3,2,0,1,0
SI,2016-05-01,0,2,3,1,1,1,0
MT,2016-05-01,0,2,2,2,0,1,1
NL,2016-05-01,0,2,3,2,0,1,0
SE,2016-05-01,0,2,2,2,0,1,1
PT,2016-05-01,0,3,3,1,1,0,0
PT,2016-05-01,0,3,3,2,0,0,0
ES,2016-05-01,0,3,4,2,0,0,0
BE,2016-05-01,0,3,3,2,0,0,0
NL,2016-05-01,0,3,4,2,0,0,0
MT,2016-05-01,0,2,2,2,0,1,1
EE,2016-05-01,1,4,1,1,1,0,1
LU,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,1,2,2,0,1,1
AT,2016-05-01,0,2,2,1,1,1,1
FR,2016-05-01,0,2,2,2,0,1,1
BG,2016-05-01,0,3,3,1,1,0,0
LV,2016-05-01,0,4,4,2,0,0,0
AT,2016-05-01,0,4,4,2,0,0,0
CZ,2016-05-01,0,2,4,2,0,1,0
PL,2016-05-01,0,1,4,1,1,1,0
LT,2016-05-01,0,2,3,2,0,1,0
LV,2016-05-01,0,2,4,2,0,1,0
FI,2016-05-01,0,2,2,2,0,1,1
FI,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,0,1,2,1,1,1,1
SI,2016-05-01,0,2,3,1,1,1,0
BE,2016-05-01,0,2,3,2,0,1,0
GR,2016-05-01,0,2,3,2,0,1,0
LV,2016-05-01,0,2,4,1,1,1,0
BG,2016-05-01,0,2,3,1,1,1,0
NL,2016-05-01,0,3,3,2,0,0,0
IE,2016-05-01,0,2,1,2,0,1,1
IE,2016-05-01,0,2,2,2,0,1,1
RO,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,3,3,1,1,0,0
EE,2016-05-01,0,2,3,1,1,1,0
BE,2016-05-01,0,2,3,1,1,1,0
LV,2016-05-01,0,2,3,2,0,1,0
GB-GBN,2016-05-01,1,2,2,2,0,1,1
MT,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,2,3,1,1,1,0
IE,2016-05-01,0,1,2,1,1,1,1
DK,2016-05-01,0,1,3,1,1,1,0
HR,2016-05-01,0,2,3,2,0,1,0
GR,2016-05-01,0,2,3,2,0,1,0
CY,2016-05-01,0,2,3,2,0,1,0
CY,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,2,3,1,1,1,0
SE,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,3,3,1,1,0,0
GR,2016-05-01,0,2,3,1,1,1,0
BG,2016-05-01,0,2,3,1,1,1,0
EE,2016-05-01,0,3,3,2,0,0,0
BE,2016-05-01,0,2,3,1,1,1,0
SI,2016-05-01,0,2,3,1,1,1,0
RO,2016-05-01,0,2,4,1,1,1,0
GR,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,2,3,1,1,1,0
NL,2016-05-01,0,2,2,1,1,1,1
EE,2016-05-01,0,3,2,1,1,0,1
DE-W,2016-05-01,0,2,2,2,0,1,1
CY,2016-05-01,0,2,3,1,1,1,0
HU,2016-05-01,0,3,3,1,1,0,0
GR,2016-05-01,0,3,3,1,1,0,0
DK,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,4,3,2,0,0,0
GR,2016-05-01,0,1,4,1,1,1,0
GR,2016-05-01,0,3,3,2,0,0,0
GR,2016-05-01,0,2,2,2,0,1,1
RO,2016-05-01,0,2,4,2,0,1,0
CZ,2016-05-01,0,4,3,1,1,0,0
RO,2016-05-01,0,3,3,2,0,0,0
DK,2016-05-01,0,3,4,1,1,0,0
CY,2016-05-01,0,3,4,2,0,0,0
IT,2016-05-01,0,3,4,2,0,0,0
PT,2016-05-01,0,3,3,2,0,0,0
NL,2016-05-01,0,2,3,2,0,1,0
RO,2016-05-01,0,2,3,1,1,1,0
RO,2016-05-01,0,2,4,2,0,1,0
GR,2016-05-01,0,1,3,2,0,1,0
GR,2016-05-01,0,3,4,2,0,0,0
HR,2016-05-01,0,3,4,2,0,0,0
RO,2016-05-01,0,1,4,2,0,1,0
IE,2016-05-01,0,2,1,2,0,1,1
RO,2016-05-01,0,4,4,1,1,0,0
PL,2016-05-01,0,3,4,2,0,0,0
MT,2016-05-01,0,2,2,2,0,1,1
PL,2016-05-01,0,3,3,1,1,0,0
FR,2016-05-01,0,3,3,1,1,0,0
BE,2016-05-01,1,2,3,1,1,1,0
EE,2016-05-01,0,2,3,1,1,1,0
GB-GBN,2016-05-01,0,2,3,1,1,1,0
FR,2016-05-01,0,1,2,2,0,1,1
BE,2016-05-01,0,2,3,2,0,1,0
LU,2016-05-01,0,2,1,1,1,1,1
PL,2016-05-01,0,1,2,1,1,1,1
CY,2016-05-01,0,2,3,2,0,1,0
MT,2016-05-01,0,2,4,1,1,1,0
PL,2016-05-01,0,2,1,1,1,1,1
LT,2016-05-01,0,2,4,1,1,1,0
GR,2016-05-01,0,2,3,2,0,1,0
CY,2016-05-01,0,2,3,2,0,1,0
IT,2016-05-01,0,4,4,2,0,0,0
LU,2016-05-01,0,2,2,1,1,1,1
LT,2016-05-01,0,2,2,1,1,1,1
IE,2016-05-01,0,2,2,1,1,1,1
HU,2016-05-01,0,3,3,1,1,0,0
BG,2016-05-01,0,2,3,1,1,1,0
GB-GBN,2016-05-01,0,2,2,2,0,1,1
HU,2016-05-01,0,2,3,1,1,1,0
HU,2016-05-01,0,2,3,1,1,1,0
PL,2016-05-01,0,2,3,2,0,1,0
IT,2016-05-01,0,2,3,2,0,1,0
PT,2016-05-01,0,3,2,2,0,0,1
MT,2016-05-01,0,2,2,1,1,1,1
GB-NIR,2016-05-01,0,2,2,2,0,1,1
AT,2016-05-01,0,2,2,2,0,1,1
FR,2016-05-01,1,2,2,2,0,1,1
HU,2016-05-01,1,3,3,1,1,0,0
HU,2016-05-01,0,4,4,2,0,0,0
HU,2016-05-01,0,4,4,2,0,0,0
GB-GBN,2016-05-01,0,1,2,1,1,1,1
BG,2016-05-01,0,4,4,2,0,0,0
GB-GBN,2016-05-01,1,1,3,2,0,1,0
GR,2016-05-01,0,3,3,2,0,0,0
LT,2016-05-01,0,3,3,2,0,0,0
PL,2016-05-01,0,3,3,2,0,0,0
GR,2016-05-01,0,3,3,2,0,0,0
GR,2016-05-01,0,2,2,2,0,1,1
RO,2016-05-01,0,3,2,2,0,0,1
GB-NIR,2016-05-01,0,2,3,1,1,1,0
RO,2016-05-01,0,4,3,1,1,0,0
DK,2016-05-01,0,2,2,1,1,1,1
EE,2016-05-01,0,3,3,1,1,0,0
PL,2016-05-01,0,4,4,2,0,0,0
HU,2016-05-01,0,3,3,2,0,0,0
GR,2016-05-01,0,2,3,2,0,1,0
HR,2016-05-01,0,2,4,2,0,1,0
DE-W,2016-05-01,0,4,2,1,1,0,1
IE,2016-05-01,0,2,2,1,1,1,1
HU,2016-05-01,0,3,3,2,0,0,0
GB-NIR,2016-05-01,0,3,3,2,0,0,0
GR,2016-05-01,0,2,3,2,0,1,0
AT,2016-05-01,0,2,2,1,1,1,1
BG,2016-05-01,0,4,4,1,1,0,0
DK,2016-05-01,1,2,4,2,0,1,0
FR,2016-05-01,0,3,3,2,0,0,0
NL,2016-05-01,1,2,3,2,0,1,0
HU,2016-05-01,0,1,4,2,0,1,0
RO,2016-05-01,0,3,2,1,1,0,1
GB-GBN,2016-05-01,1,2,2,2,0,1,1
SK,2016-05-01,0,2,3,1,1,1,0
SK,2016-05-01,0,3,3,2,0,0,0
DK,2016-05-01,0,2,3,1,1,1,0
RO,2016-05-01,0,3,4,1,1,0,0
DE-E,2016-05-01,1,2,2,2,0,1,1
LV,2016-05-01,0,3,4,2,0,0,0
HU,2016-05-01,0,4,4,2,0,0,0
PT,2016-05-01,0,2,2,1,1,1,1
BE,2016-05-01,0,2,3,1,1,1,0
SK,2016-05-01,0,2,2,2,0,1,1
SI,2016-05-01,0,2,3,1,1,1,0
EE,2016-05-01,0,2,2,1,1,1,1
BE,2016-05-01,0,2,2,2,0,1,1
IE,2016-05-01,0,2,2,1,1,1,1
LV,2016-05-01,0,3,2,2,0,0,1
DK,2016-05-01,0,2,3,2,0,1,0
BG,2016-05-01,0,3,4,1,1,0,0
BE,2016-05-01,0,2,3,2,0,1,0
DE-E,2016-05-01,0,3,3,2,0,0,0
HU,2016-05-01,0,1,1,2,0,1,1
GR,2016-05-01,0,2,3,2,0,1,0
NL,2016-05-01,0,2,3,1,1,1,0
GB-GBN,2016-05-01,0,3,3,2,0,0,0
FI,2016-05-01,0,3,3,2,0,0,0
GR,2016-05-01,0,1,1,2,0,1,1
HU,2016-05-01,0,3,3,2,0,0,0
SI,2016-05-01,0,3,3,1,1,0,0
GR,2016-05-01,0,4,3,1,1,0,0
LT,2016-05-01,0,2,3,2,0,1,0
AT,2016-05-01,1,3,3,2,0,0,0
SK,2016-05-01,1,2,2,2,0,1,1
GR,2016-05-01,0,2,3,2,0,1,0
LV,2016-05-01,0,3,3,2,0,0,0
PL,2016-05-01,0,4,2,2,0,0,1
SK,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,2,3,2,0,1,0
LV,2016-05-01,0,2,2,1,1,1,1
IT,2016-05-01,0,2,4,2,0,1,0
PL,2016-05-01,1,4,3,2,0,0,0
BE,2016-05-01,0,2,3,2,0,1,0
CZ,2016-05-01,0,3,2,2,0,0,1
SK,2016-05-01,0,1,3,1,1,1,0
DK,2016-05-01,0,2,3,1,1,1,0
MT,2016-05-01,0,3,4,1,1,0,0
FI,2016-05-01,0,1,1,2,0,1,1
BE,2016-05-01,1,2,3,1,1,1,0
CZ,2016-05-01,1,2,3,2,0,1,0
BE,2016-05-01,0,2,3,1,1,1,0
PT,2016-05-01,0,2,3,2,0,1,0
CY,2016-05-01,0,2,3,2,0,1,0
DK,2016-05-01,0,2,3,1,1,1,0
LV,2016-05-01,0,3,3,2,0,0,0
SI,2016-05-01,0,3,3,1,1,0,0
LU,2016-05-01,0,2,1,2,0,1,1
LV,2016-05-01,0,2,3,2,0,1,0
GR,2016-05-01,0,1,2,2,0,1,1
MT,2016-05-01,0,2,2,1,1,1,1
HU,2016-05-01,0,2,3,2,0,1,0
MT,2016-05-01,0,2,3,2,0,1,0
BG,2016-05-01,0,2,3,2,0,1,0
SK,2016-05-01,0,3,3,2,0,0,0
SI,2016-05-01,0,2,3,1,1,1,0
BE,2016-05-01,0,2,2,1,1,1,1
PL,2016-05-01,0,3,1,2,0,0,1
NL,2016-05-01,0,1,1,2,0,1,1
DE-E,2016-05-01,0,1,3,2,0,1,0
AT,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,1,2,3,2,0,1,0
PL,2016-05-01,0,2,3,2,0,1,0
FI,2016-05-01,0,2,2,1,1,1,1
EE,2016-05-01,0,2,4,1,1,1,0
HU,2016-05-01,0,3,3,1,1,0,0
IT,2016-05-01,0,3,2,1,1,0,1
PT,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,3,4,1,1,0,0
PT,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,0,2,2,1,1,1,1
AT,2016-05-01,0,2,2,2,0,1,1
SI,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,0,2,2,2,0,1,1
NL,2016-05-01,0,2,3,2,0,1,0
FI,2016-05-01,0,2,3,1,1,1,0
RO,2016-05-01,0,1,3,1,1,1,0
HU,2016-05-01,0,2,3,1,1,1,0
FI,2016-05-01,0,3,4,1,1,0,0
FI,2016-05-01,0,2,2,1,1,1,1
NL,2016-05-01,0,2,2,2,0,1,1
CY,2016-05-01,0,2,3,2,0,1,0
IT,2016-05-01,0,2,3,1,1,1,0
MT,2016-05-01,0,3,3,2,0,0,0
PT,2016-05-01,0,2,2,1,1,1,1
PT,2016-05-01,0,3,3,2,0,0,0
PT,2016-05-01,0,3,3,2,0,0,0
BE,2016-05-01,1,2,3,1,1,1,0
GB-NIR,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,2,3,2,0,1,0
CZ,2016-05-01,0,4,4,2,0,0,0
HU,2016-05-01,0,3,4,1,1,0,0
DE-W,2016-05-01,0,3,3,1,1,0,0
GR,2016-05-01,0,3,4,2,0,0,0
SE,2016-05-01,0,1,2,1,1,1,1
IE,2016-05-01,0,1,2,2,0,1,1
SE,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,2,3,2,0,1,0
NL,2016-05-01,1,2,2,2,0,1,1
RO,2016-05-01,0,2,4,2,0,1,0
SI,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,3,3,1,1,0,0
GB-GBN,2016-05-01,0,2,3,2,0,1,0
NL,2016-05-01,1,2,3,2,0,1,0
RO,2016-05-01,0,3,4,2,0,0,0
NL,2016-05-01,0,2,2,2,0,1,1
SI,2016-05-01,0,3,3,2,0,0,0
BE,2016-05-01,1,2,4,2,0,1,0
SI,2016-05-01,0,2,3,1,1,1,0
BG,2016-05-01,0,4,4,1,1,0,0
LV,2016-05-01,0,4,4,2,0,0,0
GR,2016-05-01,1,3,2,1,1,0,1
BE,2016-05-01,0,3,4,2,0,0,0
RO,2016-05-01,0,1,3,2,0,1,0
HU,2016-05-01,0,4,4,1,1,0,0
GB-NIR,2016-05-01,0,1,3,2,0,1,0
LU,2016-05-01,0,3,2,2,0,0,1
EE,2016-05-01,0,2,3,2,0,1,0
CY,2016-05-01,0,2,3,2,0,1,0
NL,2016-05-01,0,2,3,2,0,1,0
DE-E,2016-05-01,0,1,3,1,1,1,0
DE-W,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,2,4,1,1,1,0
DE-E,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,3,3,2,0,0,0
IE,2016-05-01,0,2,2,2,0,1,1
PL,2016-05-01,0,1,3,2,0,1,0
EE,2016-05-01,0,4,4,1,1,0,0
EE,2016-05-01,0,2,2,1,1,1,1
LV,2016-05-01,0,3,4,2,0,0,0
LV,2016-05-01,0,2,3,2,0,1,0
FI,2016-05-01,0,3,3,1,1,0,0
FI,2016-05-01,0,2,3,2,0,1,0
FI,2016-05-01,0,2,2,1,1,1,1
HU,2016-05-01,0,2,3,2,0,1,0
EE,2016-05-01,0,2,3,1,1,1,0
EE,2016-05-01,0,2,4,2,0,1,0
GB-GBN,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,0,2,2,2,0,1,1
DK,2016-05-01,0,2,2,2,0,1,1
RO,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,2,2,1,1,1,1
SK,2016-05-01,0,3,3,2,0,0,0
GR,2016-05-01,0,2,2,2,0,1,1
HU,2016-05-01,0,3,4,1,1,0,0
DK,2016-05-01,0,2,3,2,0,1,0
AT,2016-05-01,0,2,2,2,0,1,1
GB-GBN,2016-05-01,1,2,3,1,1,1,0
LV,2016-05-01,0,2,3,1,1,1,0
LT,2016-05-01,0,3,4,1,1,0,0
ES,2016-05-01,0,3,3,2,0,0,0
LV,2016-05-01,0,2,3,2,0,1,0
FI,2016-05-01,0,3,3,1,1,0,0
AT,2016-05-01,0,2,2,2,0,1,1
FI,2016-05-01,0,2,2,1,1,1,1
FI,2016-05-01,0,2,3,1,1,1,0
NL,2016-05-01,0,2,2,2,0,1,1
FI,2016-05-01,0,2,3,1,1,1,0
BG,2016-05-01,0,2,3,1,1,1,0
DE-W,2016-05-01,1,2,3,2,0,1,0
RO,2016-05-01,0,2,2,1,1,1,1
HU,2016-05-01,0,3,3,1,1,0,0
DK,2016-05-01,0,3,3,1,1,0,0
NL,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,3,3,1,1,0,0
SI,2016-05-01,0,3,4,2,0,0,0
NL,2016-05-01,0,2,3,2,0,1,0
FR,2016-05-01,0,2,2,2,0,1,1
NL,2016-05-01,0,2,3,2,0,1,0
PT,2016-05-01,0,2,2,2,0,1,1
FI,2016-05-01,0,2,2,2,0,1,1
GR,2016-05-01,0,2,2,2,0,1,1
FR,2016-05-01,0,2,3,2,0,1,0
FI,2016-05-01,0,2,3,1,1,1,0
SI,2016-05-01,0,3,3,2,0,0,0
DK,2016-05-01,0,3,3,2,0,0,0
GB-GBN,2016-05-01,0,2,2,2,0,1,1
BG,2016-05-01,0,4,3,1,1,0,0
HU,2016-05-01,0,3,4,2,0,0,0
CZ,2016-05-01,0,3,3,1,1,0,0
NL,2016-05-01,0,2,3,2,0,1,0
GB-GBN,2016-05-01,0,2,2,2,0,1,1
HU,2016-05-01,1,3,4,2,0,0,0
HU,2016-05-01,0,2,3,1,1,1,0
BG,2016-05-01,0,4,4,2,0,0,0
GB-GBN,2016-05-01,1,2,2,2,0,1,1
FI,2016-05-01,0,3,3,2,0,0,0
BE,2016-05-01,0,4,3,2,0,0,0
BG,2016-05-01,0,2,3,2,0,1,0
SI,2016-05-01,0,2,4,2,0,1,0
CY,2016-05-01,0,2,4,1,1,1,0
RO,2016-05-01,1,2,1,1,1,1,1
EE,2016-05-01,0,3,3,1,1,0,0
EE,2016-05-01,0,3,2,1,1,0,1
EE,2016-05-01,0,2,3,2,0,1,0
NL,2016-05-01,0,2,3,2,0,1,0
DE-E,2016-05-01,0,1,2,1,1,1,1
EE,2016-05-01,0,4,3,2,0,0,0
LV,2016-05-01,0,2,3,1,1,1,0
LV,2016-05-01,0,2,3,1,1,1,0
CZ,2016-05-01,0,3,3,2,0,0,0
CZ,2016-05-01,0,2,3,1,1,1,0
LU,2016-05-01,0,2,3,1,1,1,0
LV,2016-05-01,0,3,4,2,0,0,0
CZ,2016-05-01,0,3,3,2,0,0,0
AT,2016-05-01,0,3,3,2,0,0,0
LT,2016-05-01,0,4,4,1,1,0,0
GR,2016-05-01,0,2,3,2,0,1,0
LT,2016-05-01,0,2,3,1,1,1,0
LV,2016-05-01,1,2,3,2,0,1,0
DE-E,2016-05-01,1,2,3,2,0,1,0
LV,2016-05-01,0,2,3,2,0,1,0
LV,2016-05-01,0,2,4,2,0,1,0
LV,2016-05-01,0,2,3,1,1,1,0
HR,2016-05-01,0,2,4,2,0,1,0
MT,2016-05-01,0,2,3,1,1,1,0
HU,2016-05-01,0,3,3,1,1,0,0
LT,2016-05-01,0,2,3,2,0,1,0
GR,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,4,4,1,1,0,0
BG,2016-05-01,0,3,3,2,0,0,0
SI,2016-05-01,0,2,3,1,1,1,0
SI,2016-05-01,0,2,3,1,1,1,0
HR,2016-05-01,0,3,4,2,0,0,0
SK,2016-05-01,0,2,2,1,1,1,1
SI,2016-05-01,0,2,3,2,0,1,0
LT,2016-05-01,0,3,3,1,1,0,0
SK,2016-05-01,0,3,4,2,0,0,0
FI,2016-05-01,0,2,3,1,1,1,0
PL,2016-05-01,0,2,4,2,0,1,0
HU,2016-05-01,0,2,4,1,1,1,0
GR,2016-05-01,0,2,2,2,0,1,1
FR,2016-05-01,0,2,3,1,1,1,0
AT,2016-05-01,0,2,3,2,0,1,0
EE,2016-05-01,0,1,4,2,0,1,0
HR,2016-05-01,0,2,3,2,0,1,0
HU,2016-05-01,0,4,4,1,1,0,0
SI,2016-05-01,0,2,3,1,1,1,0
DE-W,2016-05-01,1,2,3,2,0,1,0
SI,2016-05-01,0,2,3,1,1,1,0
GR,2016-05-01,0,2,3,2,0,1,0
PL,2016-05-01,1,3,4,2,0,0,0
IT,2016-05-01,0,3,4,2,0,0,0
RO,2016-05-01,0,4,4,2,0,0,0
LV,2016-05-01,0,3,3,2,0,0,0
SI,2016-05-01,0,3,3,2,0,0,0
DE-E,2016-05-01,0,2,3,2,0,1,0
EE,2016-05-01,0,3,3,2,0,0,0
RO,2016-05-01,0,2,2,1,1,1,1
GB-GBN,2016-05-01,0,2,2,2,0,1,1
BG,2016-05-01,1,3,3,1,1,0,0
